category,pair_id,layer,cosine_sim
unsafe-unsafe,49,23,0.91796875
unsafe-unsafe,49,24,0.9453125
unsafe-unsafe,49,25,0.953125
unsafe-unsafe,49,26,0.9609375
unsafe-unsafe,49,27,0.9609375
unsafe-unsafe,49,28,0.96875
unsafe-unsafe,49,29,0.9609375
unsafe-unsafe,49,30,0.9609375
unsafe-unsafe,49,31,0.93359375
unsafe-unsafe,49,32,0.77734375
unsafe-unsafe,50,1,1.0
unsafe-unsafe,50,2,0.99609375
unsafe-unsafe,50,3,1.0
unsafe-unsafe,50,4,0.9921875
unsafe-unsafe,50,5,1.0
unsafe-unsafe,50,6,0.99609375
unsafe-unsafe,50,7,0.99609375
unsafe-unsafe,50,8,0.98828125
unsafe-unsafe,50,9,0.99609375
unsafe-unsafe,50,10,0.98828125
unsafe-unsafe,50,11,0.98828125
unsafe-unsafe,50,12,0.98828125
unsafe-unsafe,50,13,0.9921875
unsafe-unsafe,50,14,0.9765625
unsafe-unsafe,50,15,0.96484375
unsafe-unsafe,50,16,0.96875
unsafe-unsafe,50,17,0.96875
unsafe-unsafe,50,18,0.96875
unsafe-unsafe,50,19,0.9765625
unsafe-unsafe,50,20,0.9609375
unsafe-unsafe,50,21,0.9609375
unsafe-unsafe,50,22,0.96875
unsafe-unsafe,50,23,0.94921875
unsafe-unsafe,50,24,0.953125
unsafe-unsafe,50,25,0.9453125
unsafe-unsafe,50,26,0.9375
unsafe-unsafe,50,27,0.9453125
unsafe-unsafe,50,28,0.953125
unsafe-unsafe,50,29,0.94921875
unsafe-unsafe,50,30,0.9609375
unsafe-unsafe,50,31,0.94140625
unsafe-unsafe,50,32,0.92578125
unsafe-unsafe,51,1,0.98828125
unsafe-unsafe,51,2,0.97265625
unsafe-unsafe,51,3,0.96875
unsafe-unsafe,51,4,0.97265625
unsafe-unsafe,51,5,0.96875
unsafe-unsafe,51,6,0.9765625
unsafe-unsafe,51,7,0.96484375
unsafe-unsafe,51,8,0.9453125
unsafe-unsafe,51,9,0.9375
unsafe-unsafe,51,10,0.9140625
unsafe-unsafe,51,11,0.8671875
unsafe-unsafe,51,12,0.84765625
unsafe-unsafe,51,13,0.83203125
unsafe-unsafe,51,14,0.734375
unsafe-unsafe,51,15,0.7109375
unsafe-unsafe,51,16,0.6953125
unsafe-unsafe,51,17,0.6640625
unsafe-unsafe,51,18,0.64453125
unsafe-unsafe,51,19,0.69921875
unsafe-unsafe,51,20,0.61328125
unsafe-unsafe,51,21,0.57421875
unsafe-unsafe,51,22,0.6875
unsafe-unsafe,51,23,0.64453125
unsafe-unsafe,51,24,0.68359375
unsafe-unsafe,51,25,0.72265625
unsafe-unsafe,51,26,0.73828125
unsafe-unsafe,51,27,0.765625
unsafe-unsafe,51,28,0.80078125
unsafe-unsafe,51,29,0.82421875
unsafe-unsafe,51,30,0.84375
unsafe-unsafe,51,31,0.7734375
unsafe-unsafe,51,32,0.59375
unsafe-unsafe,52,1,0.98828125
unsafe-unsafe,52,2,0.9765625
unsafe-unsafe,52,3,0.98828125
unsafe-unsafe,52,4,0.97265625
unsafe-unsafe,52,5,0.96484375
unsafe-unsafe,52,6,0.98046875
unsafe-unsafe,52,7,0.9609375
unsafe-unsafe,52,8,0.94921875
unsafe-unsafe,52,9,0.9375
unsafe-unsafe,52,10,0.91796875
unsafe-unsafe,52,11,0.89453125
unsafe-unsafe,52,12,0.875
unsafe-unsafe,52,13,0.89453125
unsafe-unsafe,52,14,0.83984375
unsafe-unsafe,52,15,0.8046875
unsafe-unsafe,52,16,0.7578125
unsafe-unsafe,52,17,0.76953125
unsafe-unsafe,52,18,0.77734375
unsafe-unsafe,52,19,0.79296875
unsafe-unsafe,52,20,0.72265625
unsafe-unsafe,52,21,0.6328125
unsafe-unsafe,52,22,0.64453125
unsafe-unsafe,52,23,0.6015625
unsafe-unsafe,52,24,0.53515625
unsafe-unsafe,52,25,0.54296875
unsafe-unsafe,52,26,0.6171875
unsafe-unsafe,52,27,0.57421875
unsafe-unsafe,52,28,0.73828125
unsafe-unsafe,52,29,0.72265625
unsafe-unsafe,52,30,0.77734375
unsafe-unsafe,52,31,0.79296875
unsafe-unsafe,52,32,0.75
unsafe-unsafe,53,1,0.984375
unsafe-unsafe,53,2,0.97265625
unsafe-unsafe,53,3,0.96875
unsafe-unsafe,53,4,0.97265625
unsafe-unsafe,53,5,0.9765625
unsafe-unsafe,53,6,0.984375
unsafe-unsafe,53,7,0.97265625
unsafe-unsafe,53,8,0.9609375
unsafe-unsafe,53,9,0.95703125
unsafe-unsafe,53,10,0.9609375
unsafe-unsafe,53,11,0.95703125
unsafe-unsafe,53,12,0.95703125
unsafe-unsafe,53,13,0.9609375
unsafe-unsafe,53,14,0.94140625
unsafe-unsafe,53,15,0.9375
unsafe-unsafe,53,16,0.9375
unsafe-unsafe,53,17,0.921875
unsafe-unsafe,53,18,0.91015625
unsafe-unsafe,53,19,0.921875
unsafe-unsafe,53,20,0.90625
unsafe-unsafe,53,21,0.8984375
unsafe-unsafe,53,22,0.90234375
unsafe-unsafe,53,23,0.8359375
unsafe-unsafe,53,24,0.828125
unsafe-unsafe,53,25,0.81640625
unsafe-unsafe,53,26,0.84765625
unsafe-unsafe,53,27,0.83984375
unsafe-unsafe,53,28,0.89453125
unsafe-unsafe,53,29,0.8984375
unsafe-unsafe,53,30,0.9296875
unsafe-unsafe,53,31,0.91015625
unsafe-unsafe,53,32,0.86328125
unsafe-unsafe,54,1,0.99609375
unsafe-unsafe,54,2,0.9921875
unsafe-unsafe,54,3,0.98828125
unsafe-unsafe,54,4,0.98046875
unsafe-unsafe,54,5,0.98046875
unsafe-unsafe,54,6,0.984375
unsafe-unsafe,54,7,0.96875
unsafe-unsafe,54,8,0.94921875
unsafe-unsafe,54,9,0.9375
unsafe-unsafe,54,10,0.921875
unsafe-unsafe,54,11,0.89453125
unsafe-unsafe,54,12,0.8828125
unsafe-unsafe,54,13,0.8984375
unsafe-unsafe,54,14,0.8359375
unsafe-unsafe,54,15,0.8125
unsafe-unsafe,54,16,0.83203125
unsafe-unsafe,54,17,0.78125
unsafe-unsafe,54,18,0.81640625
unsafe-unsafe,54,19,0.78515625
unsafe-unsafe,54,20,0.80859375
unsafe-unsafe,54,21,0.8046875
unsafe-unsafe,54,22,0.84375
unsafe-unsafe,54,23,0.84375
unsafe-unsafe,54,24,0.83984375
unsafe-unsafe,54,25,0.8671875
unsafe-unsafe,54,26,0.89453125
unsafe-unsafe,54,27,0.90625
unsafe-unsafe,54,28,0.921875
unsafe-unsafe,54,29,0.91796875
unsafe-unsafe,54,30,0.921875
unsafe-unsafe,54,31,0.83984375
unsafe-unsafe,54,32,0.6953125
unsafe-unsafe,55,1,0.98828125
unsafe-unsafe,55,2,0.98046875
unsafe-unsafe,55,3,0.984375
unsafe-unsafe,55,4,0.97265625
unsafe-unsafe,55,5,0.97265625
unsafe-unsafe,55,6,0.97265625
unsafe-unsafe,55,7,0.96484375
unsafe-unsafe,55,8,0.94140625
unsafe-unsafe,55,9,0.91796875
unsafe-unsafe,55,10,0.8828125
unsafe-unsafe,55,11,0.8359375
unsafe-unsafe,55,12,0.82421875
unsafe-unsafe,55,13,0.86328125
unsafe-unsafe,55,14,0.80078125
unsafe-unsafe,55,15,0.7578125
unsafe-unsafe,55,16,0.74609375
unsafe-unsafe,55,17,0.7734375
unsafe-unsafe,55,18,0.76953125
unsafe-unsafe,55,19,0.77734375
unsafe-unsafe,55,20,0.734375
unsafe-unsafe,55,21,0.65234375
unsafe-unsafe,55,22,0.64453125
unsafe-unsafe,55,23,0.65234375
unsafe-unsafe,55,24,0.51953125
unsafe-unsafe,55,25,0.5625
unsafe-unsafe,55,26,0.62109375
unsafe-unsafe,55,27,0.6953125
unsafe-unsafe,55,28,0.74609375
unsafe-unsafe,55,29,0.74609375
unsafe-unsafe,55,30,0.81640625
unsafe-unsafe,55,31,0.7734375
unsafe-unsafe,55,32,0.72265625
unsafe-unsafe,56,1,0.99609375
unsafe-unsafe,56,2,0.98046875
unsafe-unsafe,56,3,0.98828125
unsafe-unsafe,56,4,0.97265625
unsafe-unsafe,56,5,0.9609375
unsafe-unsafe,56,6,0.96875
unsafe-unsafe,56,7,0.953125
unsafe-unsafe,56,8,0.92578125
unsafe-unsafe,56,9,0.8984375
unsafe-unsafe,56,10,0.859375
unsafe-unsafe,56,11,0.83203125
unsafe-unsafe,56,12,0.80078125
unsafe-unsafe,56,13,0.7890625
unsafe-unsafe,56,14,0.703125
unsafe-unsafe,56,15,0.66015625
unsafe-unsafe,56,16,0.62890625
unsafe-unsafe,56,17,0.59375
unsafe-unsafe,56,18,0.58203125
unsafe-unsafe,56,19,0.66015625
unsafe-unsafe,56,20,0.54296875
unsafe-unsafe,56,21,0.5078125
unsafe-unsafe,56,22,0.5390625
unsafe-unsafe,56,23,0.5078125
unsafe-unsafe,56,24,0.478515625
unsafe-unsafe,56,25,0.474609375
unsafe-unsafe,56,26,0.59375
unsafe-unsafe,56,27,0.6640625
unsafe-unsafe,56,28,0.7890625
unsafe-unsafe,56,29,0.83984375
unsafe-unsafe,56,30,0.8359375
unsafe-unsafe,56,31,0.7734375
unsafe-unsafe,56,32,0.6328125
unsafe-unsafe,57,1,0.99609375
unsafe-unsafe,57,2,0.98828125
unsafe-unsafe,57,3,0.99609375
unsafe-unsafe,57,4,0.984375
unsafe-unsafe,57,5,0.97265625
unsafe-unsafe,57,6,0.984375
unsafe-unsafe,57,7,0.9765625
unsafe-unsafe,57,8,0.953125
unsafe-unsafe,57,9,0.9375
unsafe-unsafe,57,10,0.88671875
unsafe-unsafe,57,11,0.8359375
unsafe-unsafe,57,12,0.83203125
unsafe-unsafe,57,13,0.8515625
unsafe-unsafe,57,14,0.77734375
unsafe-unsafe,57,15,0.734375
unsafe-unsafe,57,16,0.7109375
unsafe-unsafe,57,17,0.640625
unsafe-unsafe,57,18,0.474609375
unsafe-unsafe,57,19,0.58984375
unsafe-unsafe,57,20,0.412109375
unsafe-unsafe,57,21,0.357421875
unsafe-unsafe,57,22,0.447265625
unsafe-unsafe,57,23,0.384765625
unsafe-unsafe,57,24,0.255859375
unsafe-unsafe,57,25,0.44140625
unsafe-unsafe,57,26,0.5625
unsafe-unsafe,57,27,0.59375
unsafe-unsafe,57,28,0.66015625
unsafe-unsafe,57,29,0.734375
unsafe-unsafe,57,30,0.77734375
unsafe-unsafe,57,31,0.68359375
unsafe-unsafe,57,32,0.5234375
unsafe-unsafe,58,1,0.99609375
unsafe-unsafe,58,2,0.9921875
unsafe-unsafe,58,3,0.9921875
unsafe-unsafe,58,4,0.9921875
unsafe-unsafe,58,5,0.9921875
unsafe-unsafe,58,6,0.98828125
unsafe-unsafe,58,7,0.98046875
unsafe-unsafe,58,8,0.9765625
unsafe-unsafe,58,9,0.9765625
unsafe-unsafe,58,10,0.98046875
unsafe-unsafe,58,11,0.9765625
unsafe-unsafe,58,12,0.97265625
unsafe-unsafe,58,13,0.984375
unsafe-unsafe,58,14,0.97265625
unsafe-unsafe,58,15,0.96484375
unsafe-unsafe,58,16,0.95703125
unsafe-unsafe,58,17,0.95703125
unsafe-unsafe,58,18,0.9609375
unsafe-unsafe,58,19,0.9609375
unsafe-unsafe,58,20,0.95703125
unsafe-unsafe,58,21,0.953125
unsafe-unsafe,58,22,0.9609375
unsafe-unsafe,58,23,0.953125
unsafe-unsafe,58,24,0.9453125
unsafe-unsafe,58,25,0.94140625
unsafe-unsafe,58,26,0.9453125
unsafe-unsafe,58,27,0.9453125
unsafe-unsafe,58,28,0.95703125
unsafe-unsafe,58,29,0.96484375
unsafe-unsafe,58,30,0.97265625
unsafe-unsafe,58,31,0.9609375
unsafe-unsafe,58,32,0.9296875
unsafe-unsafe,59,1,0.98046875
unsafe-unsafe,59,2,0.9765625
unsafe-unsafe,59,3,0.98046875
unsafe-unsafe,59,4,0.96875
unsafe-unsafe,59,5,0.97265625
unsafe-unsafe,59,6,0.98046875
unsafe-unsafe,59,7,0.9609375
unsafe-unsafe,59,8,0.93359375
unsafe-unsafe,59,9,0.88671875
unsafe-unsafe,59,10,0.88671875
unsafe-unsafe,59,11,0.875
unsafe-unsafe,59,12,0.89453125
unsafe-unsafe,59,13,0.921875
unsafe-unsafe,59,14,0.87109375
unsafe-unsafe,59,15,0.8515625
unsafe-unsafe,59,16,0.83203125
unsafe-unsafe,59,17,0.8515625
unsafe-unsafe,59,18,0.85546875
unsafe-unsafe,59,19,0.8828125
unsafe-unsafe,59,20,0.8671875
unsafe-unsafe,59,21,0.84765625
unsafe-unsafe,59,22,0.90234375
unsafe-unsafe,59,23,0.8828125
unsafe-unsafe,59,24,0.91015625
unsafe-unsafe,59,25,0.92578125
unsafe-unsafe,59,26,0.9453125
unsafe-unsafe,59,27,0.94140625
unsafe-unsafe,59,28,0.953125
unsafe-unsafe,59,29,0.94921875
unsafe-unsafe,59,30,0.95703125
unsafe-unsafe,59,31,0.9296875
unsafe-unsafe,59,32,0.83203125
unsafe-unsafe,60,1,0.9921875
unsafe-unsafe,60,2,0.9921875
unsafe-unsafe,60,3,0.9921875
unsafe-unsafe,60,4,0.9765625
unsafe-unsafe,60,5,0.96875
unsafe-unsafe,60,6,0.984375
unsafe-unsafe,60,7,0.98046875
unsafe-unsafe,60,8,0.95703125
unsafe-unsafe,60,9,0.96484375
unsafe-unsafe,60,10,0.96484375
unsafe-unsafe,60,11,0.953125
unsafe-unsafe,60,12,0.95703125
unsafe-unsafe,60,13,0.9609375
unsafe-unsafe,60,14,0.88671875
unsafe-unsafe,60,15,0.84375
unsafe-unsafe,60,16,0.86328125
unsafe-unsafe,60,17,0.8125
unsafe-unsafe,60,18,0.85546875
unsafe-unsafe,60,19,0.8671875
unsafe-unsafe,60,20,0.8671875
unsafe-unsafe,60,21,0.86328125
unsafe-unsafe,60,22,0.8671875
unsafe-unsafe,60,23,0.828125
unsafe-unsafe,60,24,0.81640625
unsafe-unsafe,60,25,0.80859375
unsafe-unsafe,60,26,0.82421875
unsafe-unsafe,60,27,0.8359375
unsafe-unsafe,60,28,0.85546875
unsafe-unsafe,60,29,0.859375
unsafe-unsafe,60,30,0.9140625
unsafe-unsafe,60,31,0.87890625
unsafe-unsafe,60,32,0.82421875
unsafe-unsafe,61,1,0.99609375
unsafe-unsafe,61,2,0.98828125
unsafe-unsafe,61,3,0.98828125
unsafe-unsafe,61,4,0.984375
unsafe-unsafe,61,5,0.9765625
unsafe-unsafe,61,6,0.984375
unsafe-unsafe,61,7,0.98046875
unsafe-unsafe,61,8,0.96484375
unsafe-unsafe,61,9,0.94921875
unsafe-unsafe,61,10,0.93359375
unsafe-unsafe,61,11,0.91796875
unsafe-unsafe,61,12,0.890625
unsafe-unsafe,61,13,0.92578125
unsafe-unsafe,61,14,0.859375
unsafe-unsafe,61,15,0.81640625
unsafe-unsafe,61,16,0.78125
unsafe-unsafe,61,17,0.73828125
unsafe-unsafe,61,18,0.56640625
unsafe-unsafe,61,19,0.72265625
unsafe-unsafe,61,20,0.57421875
unsafe-unsafe,61,21,0.546875
unsafe-unsafe,61,22,0.6484375
unsafe-unsafe,61,23,0.55078125
unsafe-unsafe,61,24,0.4375
unsafe-unsafe,61,25,0.5078125
unsafe-unsafe,61,26,0.5546875
unsafe-unsafe,61,27,0.66796875
unsafe-unsafe,61,28,0.7265625
unsafe-unsafe,61,29,0.73046875
unsafe-unsafe,61,30,0.8203125
unsafe-unsafe,61,31,0.7890625
unsafe-unsafe,61,32,0.75390625
unsafe-unsafe,62,1,1.0
unsafe-unsafe,62,2,0.98828125
unsafe-unsafe,62,3,0.9921875
unsafe-unsafe,62,4,0.984375
unsafe-unsafe,62,5,0.9765625
unsafe-unsafe,62,6,0.98828125
unsafe-unsafe,62,7,0.984375
unsafe-unsafe,62,8,0.9765625
unsafe-unsafe,62,9,0.97265625
unsafe-unsafe,62,10,0.96875
unsafe-unsafe,62,11,0.97265625
unsafe-unsafe,62,12,0.953125
unsafe-unsafe,62,13,0.953125
unsafe-unsafe,62,14,0.90234375
unsafe-unsafe,62,15,0.890625
unsafe-unsafe,62,16,0.87890625
unsafe-unsafe,62,17,0.8359375
unsafe-unsafe,62,18,0.87109375
unsafe-unsafe,62,19,0.87109375
unsafe-unsafe,62,20,0.8359375
unsafe-unsafe,62,21,0.80859375
unsafe-unsafe,62,22,0.87109375
unsafe-unsafe,62,23,0.84375
unsafe-unsafe,62,24,0.85546875
unsafe-unsafe,62,25,0.88671875
unsafe-unsafe,62,26,0.90234375
unsafe-unsafe,62,27,0.9140625
unsafe-unsafe,62,28,0.91796875
unsafe-unsafe,62,29,0.9140625
unsafe-unsafe,62,30,0.921875
unsafe-unsafe,62,31,0.8515625
unsafe-unsafe,62,32,0.70703125
unsafe-unsafe,63,1,0.99609375
unsafe-unsafe,63,2,0.984375
unsafe-unsafe,63,3,0.98828125
unsafe-unsafe,63,4,0.984375
unsafe-unsafe,63,5,0.98046875
unsafe-unsafe,63,6,0.984375
unsafe-unsafe,63,7,0.9765625
unsafe-unsafe,63,8,0.97265625
unsafe-unsafe,63,9,0.9609375
unsafe-unsafe,63,10,0.94140625
unsafe-unsafe,63,11,0.9453125
unsafe-unsafe,63,12,0.921875
unsafe-unsafe,63,13,0.90234375
unsafe-unsafe,63,14,0.8671875
unsafe-unsafe,63,15,0.8515625
unsafe-unsafe,63,16,0.859375
unsafe-unsafe,63,17,0.8046875
unsafe-unsafe,63,18,0.73828125
unsafe-unsafe,63,19,0.83203125
unsafe-unsafe,63,20,0.78515625
unsafe-unsafe,63,21,0.76171875
unsafe-unsafe,63,22,0.77734375
unsafe-unsafe,63,23,0.70703125
unsafe-unsafe,63,24,0.734375
unsafe-unsafe,63,25,0.7109375
unsafe-unsafe,63,26,0.7890625
unsafe-unsafe,63,27,0.7734375
unsafe-unsafe,63,28,0.8828125
unsafe-unsafe,63,29,0.91796875
unsafe-unsafe,63,30,0.92578125
unsafe-unsafe,63,31,0.90625
unsafe-unsafe,63,32,0.78515625
unsafe-unsafe,64,1,0.984375
unsafe-unsafe,64,2,0.9765625
unsafe-unsafe,64,3,0.98046875
unsafe-unsafe,64,4,0.9765625
unsafe-unsafe,64,5,0.98046875
unsafe-unsafe,64,6,0.984375
unsafe-unsafe,64,7,0.98046875
unsafe-unsafe,64,8,0.96875
unsafe-unsafe,64,9,0.9609375
unsafe-unsafe,64,10,0.95703125
unsafe-unsafe,64,11,0.9609375
unsafe-unsafe,64,12,0.94140625
unsafe-unsafe,64,13,0.94140625
unsafe-unsafe,64,14,0.90234375
unsafe-unsafe,64,15,0.890625
unsafe-unsafe,64,16,0.8828125
unsafe-unsafe,64,17,0.84375
unsafe-unsafe,64,18,0.87890625
unsafe-unsafe,64,19,0.89453125
unsafe-unsafe,64,20,0.890625
unsafe-unsafe,64,21,0.859375
unsafe-unsafe,64,22,0.91015625
unsafe-unsafe,64,23,0.890625
unsafe-unsafe,64,24,0.90234375
unsafe-unsafe,64,25,0.9140625
unsafe-unsafe,64,26,0.921875
unsafe-unsafe,64,27,0.91796875
unsafe-unsafe,64,28,0.9375
unsafe-unsafe,64,29,0.9296875
unsafe-unsafe,64,30,0.93359375
unsafe-unsafe,64,31,0.87109375
unsafe-unsafe,64,32,0.6875
unsafe-unsafe,65,1,0.9921875
unsafe-unsafe,65,2,0.984375
unsafe-unsafe,65,3,0.98828125
unsafe-unsafe,65,4,0.98046875
unsafe-unsafe,65,5,0.98046875
unsafe-unsafe,65,6,0.984375
unsafe-unsafe,65,7,0.9765625
unsafe-unsafe,65,8,0.96875
unsafe-unsafe,65,9,0.96484375
unsafe-unsafe,65,10,0.96484375
unsafe-unsafe,65,11,0.95703125
unsafe-unsafe,65,12,0.94921875
unsafe-unsafe,65,13,0.9609375
unsafe-unsafe,65,14,0.9453125
unsafe-unsafe,65,15,0.9375
unsafe-unsafe,65,16,0.9375
unsafe-unsafe,65,17,0.93359375
unsafe-unsafe,65,18,0.90625
unsafe-unsafe,65,19,0.92578125
unsafe-unsafe,65,20,0.92578125
unsafe-unsafe,65,21,0.921875
unsafe-unsafe,65,22,0.9296875
unsafe-unsafe,65,23,0.91796875
unsafe-unsafe,65,24,0.91796875
unsafe-unsafe,65,25,0.91015625
unsafe-unsafe,65,26,0.9140625
unsafe-unsafe,65,27,0.9140625
unsafe-unsafe,65,28,0.92578125
unsafe-unsafe,65,29,0.921875
unsafe-unsafe,65,30,0.9375
unsafe-unsafe,65,31,0.9296875
unsafe-unsafe,65,32,0.8828125
unsafe-unsafe,66,1,0.9765625
unsafe-unsafe,66,2,0.96875
unsafe-unsafe,66,3,0.97265625
unsafe-unsafe,66,4,0.96875
unsafe-unsafe,66,5,0.96484375
unsafe-unsafe,66,6,0.96875
unsafe-unsafe,66,7,0.9609375
unsafe-unsafe,66,8,0.9453125
unsafe-unsafe,66,9,0.94140625
unsafe-unsafe,66,10,0.9296875
unsafe-unsafe,66,11,0.90234375
unsafe-unsafe,66,12,0.8984375
unsafe-unsafe,66,13,0.89453125
unsafe-unsafe,66,14,0.859375
unsafe-unsafe,66,15,0.84375
unsafe-unsafe,66,16,0.828125
unsafe-unsafe,66,17,0.82421875
unsafe-unsafe,66,18,0.83203125
unsafe-unsafe,66,19,0.859375
unsafe-unsafe,66,20,0.828125
unsafe-unsafe,66,21,0.828125
unsafe-unsafe,66,22,0.859375
unsafe-unsafe,66,23,0.81640625
unsafe-unsafe,66,24,0.83984375
unsafe-unsafe,66,25,0.83984375
unsafe-unsafe,66,26,0.8984375
unsafe-unsafe,66,27,0.90625
unsafe-unsafe,66,28,0.93359375
unsafe-unsafe,66,29,0.94140625
unsafe-unsafe,66,30,0.9453125
unsafe-unsafe,66,31,0.8984375
unsafe-unsafe,66,32,0.76953125
unsafe-unsafe,67,1,0.99609375
unsafe-unsafe,67,2,0.9921875
unsafe-unsafe,67,3,0.98828125
unsafe-unsafe,67,4,0.98046875
unsafe-unsafe,67,5,0.9765625
unsafe-unsafe,67,6,0.98046875
unsafe-unsafe,67,7,0.98046875
unsafe-unsafe,67,8,0.96875
unsafe-unsafe,67,9,0.96875
unsafe-unsafe,67,10,0.95703125
unsafe-unsafe,67,11,0.95703125
unsafe-unsafe,67,12,0.95703125
unsafe-unsafe,67,13,0.96484375
unsafe-unsafe,67,14,0.9375
unsafe-unsafe,67,15,0.9296875
unsafe-unsafe,67,16,0.92578125
unsafe-unsafe,67,17,0.921875
unsafe-unsafe,67,18,0.92578125
unsafe-unsafe,67,19,0.93359375
unsafe-unsafe,67,20,0.890625
unsafe-unsafe,67,21,0.86328125
unsafe-unsafe,67,22,0.8359375
unsafe-unsafe,67,23,0.73828125
unsafe-unsafe,67,24,0.78125
unsafe-unsafe,67,25,0.80859375
unsafe-unsafe,67,26,0.88671875
unsafe-unsafe,67,27,0.89453125
unsafe-unsafe,67,28,0.9375
unsafe-unsafe,67,29,0.94140625
unsafe-unsafe,67,30,0.94921875
unsafe-unsafe,67,31,0.90234375
unsafe-unsafe,67,32,0.84375
unsafe-unsafe,68,1,0.99609375
unsafe-unsafe,68,2,0.984375
unsafe-unsafe,68,3,0.984375
unsafe-unsafe,68,4,0.97265625
unsafe-unsafe,68,5,0.9765625
unsafe-unsafe,68,6,0.9765625
unsafe-unsafe,68,7,0.9609375
unsafe-unsafe,68,8,0.9453125
unsafe-unsafe,68,9,0.91796875
unsafe-unsafe,68,10,0.90625
unsafe-unsafe,68,11,0.86328125
unsafe-unsafe,68,12,0.796875
unsafe-unsafe,68,13,0.83984375
unsafe-unsafe,68,14,0.703125
unsafe-unsafe,68,15,0.67578125
unsafe-unsafe,68,16,0.74609375
unsafe-unsafe,68,17,0.7578125
unsafe-unsafe,68,18,0.80078125
unsafe-unsafe,68,19,0.82421875
unsafe-unsafe,68,20,0.796875
unsafe-unsafe,68,21,0.8046875
unsafe-unsafe,68,22,0.87109375
unsafe-unsafe,68,23,0.8125
unsafe-unsafe,68,24,0.85546875
unsafe-unsafe,68,25,0.8984375
unsafe-unsafe,68,26,0.91796875
unsafe-unsafe,68,27,0.92578125
unsafe-unsafe,68,28,0.92578125
unsafe-unsafe,68,29,0.93359375
unsafe-unsafe,68,30,0.93359375
unsafe-unsafe,68,31,0.8828125
unsafe-unsafe,68,32,0.7109375
unsafe-unsafe,69,1,0.9921875
unsafe-unsafe,69,2,0.98828125
unsafe-unsafe,69,3,0.98828125
unsafe-unsafe,69,4,0.98046875
unsafe-unsafe,69,5,0.98046875
unsafe-unsafe,69,6,0.98046875
unsafe-unsafe,69,7,0.97265625
unsafe-unsafe,69,8,0.94921875
unsafe-unsafe,69,9,0.9296875
unsafe-unsafe,69,10,0.8828125
unsafe-unsafe,69,11,0.84765625
unsafe-unsafe,69,12,0.8359375
unsafe-unsafe,69,13,0.859375
unsafe-unsafe,69,14,0.7578125
unsafe-unsafe,69,15,0.71484375
unsafe-unsafe,69,16,0.703125
unsafe-unsafe,69,17,0.62109375
unsafe-unsafe,69,18,0.41796875
unsafe-unsafe,69,19,0.58984375
unsafe-unsafe,69,20,0.4765625
unsafe-unsafe,69,21,0.412109375
unsafe-unsafe,69,22,0.482421875
unsafe-unsafe,69,23,0.439453125
unsafe-unsafe,69,24,0.294921875
unsafe-unsafe,69,25,0.470703125
unsafe-unsafe,69,26,0.58984375
unsafe-unsafe,69,27,0.62890625
unsafe-unsafe,69,28,0.6875
unsafe-unsafe,69,29,0.74609375
unsafe-unsafe,69,30,0.7890625
unsafe-unsafe,69,31,0.71875
unsafe-unsafe,69,32,0.59375
unsafe-unsafe,70,1,1.0
unsafe-unsafe,70,2,0.98828125
unsafe-unsafe,70,3,0.9921875
unsafe-unsafe,70,4,0.98828125
unsafe-unsafe,70,5,0.9765625
unsafe-unsafe,70,6,0.9921875
unsafe-unsafe,70,7,0.984375
unsafe-unsafe,70,8,0.9765625
unsafe-unsafe,70,9,0.97265625
unsafe-unsafe,70,10,0.9765625
unsafe-unsafe,70,11,0.96484375
unsafe-unsafe,70,12,0.96484375
unsafe-unsafe,70,13,0.96875
unsafe-unsafe,70,14,0.9375
unsafe-unsafe,70,15,0.890625
unsafe-unsafe,70,16,0.890625
unsafe-unsafe,70,17,0.84375
unsafe-unsafe,70,18,0.76953125
unsafe-unsafe,70,19,0.84375
unsafe-unsafe,70,20,0.82421875
unsafe-unsafe,70,21,0.82421875
unsafe-unsafe,70,22,0.84375
unsafe-unsafe,70,23,0.7890625
unsafe-unsafe,70,24,0.83984375
unsafe-unsafe,70,25,0.86328125
unsafe-unsafe,70,26,0.91796875
unsafe-unsafe,70,27,0.921875
unsafe-unsafe,70,28,0.9453125
unsafe-unsafe,70,29,0.95703125
unsafe-unsafe,70,30,0.953125
unsafe-unsafe,70,31,0.9140625
unsafe-unsafe,70,32,0.7734375
unsafe-unsafe,71,1,0.99609375
unsafe-unsafe,71,2,0.98828125
unsafe-unsafe,71,3,0.98828125
unsafe-unsafe,71,4,0.984375
unsafe-unsafe,71,5,0.98046875
unsafe-unsafe,71,6,0.98828125
unsafe-unsafe,71,7,0.984375
unsafe-unsafe,71,8,0.97265625
unsafe-unsafe,71,9,0.96484375
unsafe-unsafe,71,10,0.96875
unsafe-unsafe,71,11,0.9609375
unsafe-unsafe,71,12,0.95703125
unsafe-unsafe,71,13,0.953125
unsafe-unsafe,71,14,0.92578125
unsafe-unsafe,71,15,0.91015625
unsafe-unsafe,71,16,0.91015625
unsafe-unsafe,71,17,0.8984375
unsafe-unsafe,71,18,0.90234375
unsafe-unsafe,71,19,0.91796875
unsafe-unsafe,71,20,0.89453125
unsafe-unsafe,71,21,0.890625
unsafe-unsafe,71,22,0.921875
unsafe-unsafe,71,23,0.90234375
unsafe-unsafe,71,24,0.921875
unsafe-unsafe,71,25,0.92578125
